test_type,depth,num_leaves,bitsize,field,func,avg_time,avg_max_bits,result,expected,correct,trial_tree,trial_run,leaf_values
logn_loglogn,2,4,3,GF(32),and,0.01874685287475586,27,0,0,True,0,0,"[5, 3, 6, 5]"
baseline_plain,2,4,3,GF(32),and,3.337860107421875e-06,,0,0,True,1,0,"[5, 3, 1, 6]"
logn_loglogn,2,4,3,GF(32),and,0.02018141746520996,27,0,0,True,1,0,"[5, 3, 1, 6]"
baseline_plain,2,4,3,GF(32),and,3.337860107421875e-06,,1,1,True,2,0,"[5, 3, 7, 3]"
logn_loglogn,2,4,3,GF(32),and,0.019855022430419922,27,1,1,True,2,0,"[5, 3, 7, 3]"
baseline_plain,2,4,3,GF(32),and,2.6226043701171875e-06,,4,4,True,3,0,"[4, 5, 4, 7]"
logn_loglogn,2,4,3,GF(32),and,0.019525527954101562,27,4,4,True,3,0,"[4, 5, 4, 7]"
baseline_plain,2,4,3,GF(32),and,3.337860107421875e-06,,1,1,True,4,0,"[5, 7, 7, 3]"
logn_loglogn,2,4,3,GF(32),and,0.01984858512878418,27,1,1,True,4,0,"[5, 7, 7, 3]"
baseline_plain,2,4,3,GF(32),and,3.5762786865234375e-06,,0,0,True,5,0,"[3, 0, 2, 2]"
logn_loglogn,2,4,3,GF(32),and,0.019249439239501953,27,0,0,True,5,0,"[3, 0, 2, 2]"
baseline_plain,2,4,3,GF(32),and,2.6226043701171875e-06,,4,4,True,6,0,"[7, 6, 5, 4]"
logn_loglogn,2,4,3,GF(32),and,0.019963502883911133,27,4,4,True,6,0,"[7, 6, 5, 4]"
baseline_plain,2,4,3,GF(32),and,2.384185791015625e-06,,0,0,True,7,0,"[0, 7, 3, 4]"
logn_loglogn,2,4,3,GF(32),and,0.01943683624267578,27,0,0,True,7,0,"[0, 7, 3, 4]"
baseline_plain,2,4,3,GF(32),and,2.86102294921875e-06,,0,0,True,8,0,"[6, 3, 3, 1]"
logn_loglogn,2,4,3,GF(32),and,0.02095341682434082,27,0,0,True,8,0,"[6, 3, 3, 1]"
baseline_plain,2,4,3,GF(32),and,3.0994415283203125e-06,,0,0,True,9,0,"[7, 1, 6, 4]"
logn_loglogn,2,4,3,GF(32),and,0.022823572158813477,27,0,0,True,9,0,"[7, 1, 6, 4]"
baseline_plain,3,8,3,GF(32),and,3.814697265625e-06,,0,0,True,0,0,"[7, 4, 6, 1, 0, 0, 6, 7]"
logn_loglogn,3,8,3,GF(32),and,2.4295921325683594,27,0,0,True,0,0,"[7, 4, 6, 1, 0, 0, 6, 7]"
baseline_plain,3,8,3,GF(32),and,4.0531158447265625e-06,,0,0,True,1,0,"[5, 1, 5, 7, 6, 0, 4, 6]"
logn_loglogn,3,8,3,GF(32),and,2.409585952758789,27,0,0,True,1,0,"[5, 1, 5, 7, 6, 0, 4, 6]"
baseline_plain,3,8,3,GF(32),and,3.337860107421875e-06,,0,0,True,2,0,"[6, 7, 2, 3, 5, 1, 5, 1]"
logn_loglogn,3,8,3,GF(32),and,2.3969521522521973,27,0,0,True,2,0,"[6, 7, 2, 3, 5, 1, 5, 1]"
baseline_plain,3,8,3,GF(32),and,3.0994415283203125e-06,,0,0,True,3,0,"[6, 3, 1, 1, 2, 6, 2, 1]"
logn_loglogn,3,8,3,GF(32),and,2.411241054534912,27,0,0,True,3,0,"[6, 3, 1, 1, 2, 6, 2, 1]"
baseline_plain,3,8,3,GF(32),and,3.814697265625e-06,,0,0,True,4,0,"[3, 3, 3, 7, 0, 5, 6, 3]"
logn_loglogn,3,8,3,GF(32),and,2.399625301361084,27,0,0,True,4,0,"[3, 3, 3, 7, 0, 5, 6, 3]"
baseline_plain,3,8,3,GF(32),and,4.5299530029296875e-06,,0,0,True,5,0,"[2, 1, 1, 2, 0, 1, 3, 3]"
logn_loglogn,3,8,3,GF(32),and,2.386810302734375,27,0,0,True,5,0,"[2, 1, 1, 2, 0, 1, 3, 3]"
baseline_plain,3,8,3,GF(32),and,3.337860107421875e-06,,0,0,True,6,0,"[4, 7, 6, 0, 0, 5, 1, 7]"
logn_loglogn,3,8,3,GF(32),and,2.38472318649292,27,0,0,True,6,0,"[4, 7, 6, 0, 0, 5, 1, 7]"
baseline_plain,3,8,3,GF(32),and,4.0531158447265625e-06,,0,0,True,7,0,"[6, 5, 2, 0, 4, 4, 5, 4]"
logn_loglogn,3,8,3,GF(32),and,2.3772215843200684,27,0,0,True,7,0,"[6, 5, 2, 0, 4, 4, 5, 4]"
baseline_plain,3,8,3,GF(32),and,4.291534423828125e-06,,0,0,True,8,0,"[3, 3, 6, 5, 6, 5, 0, 1]"
logn_loglogn,3,8,3,GF(32),and,2.3745439052581787,27,0,0,True,8,0,"[3, 3, 6, 5, 6, 5, 0, 1]"
baseline_plain,3,8,3,GF(32),and,4.0531158447265625e-06,,0,0,True,9,0,"[1, 3, 0, 0, 2, 4, 2, 1]"
logn_loglogn,3,8,3,GF(32),and,2.3653414249420166,27,0,0,True,9,0,"[1, 3, 0, 0, 2, 4, 2, 1]"
baseline_plain,4,16,3,GF(32),and,5.245208740234375e-06,,0,0,True,0,0,"[6, 0, 7, 3, 0, 4, 5, 1, 5, 6, 0, 4, 7, 2, 3, 4]"
logn_loglogn,4,16,3,GF(32),and,293.59100556373596,27,0,0,True,0,0,"[6, 0, 7, 3, 0, 4, 5, 1, 5, 6, 0, 4, 7, 2, 3, 4]"
baseline_plain,4,16,3,GF(32),and,5.7220458984375e-06,,0,0,True,1,0,"[2, 6, 0, 1, 4, 7, 4, 0, 7, 0, 5, 4, 0, 2, 6, 0]"
logn_loglogn,4,16,3,GF(32),and,293.8082811832428,27,0,0,True,1,0,"[2, 6, 0, 1, 4, 7, 4, 0, 7, 0, 5, 4, 0, 2, 6, 0]"
baseline_plain,4,16,3,GF(32),and,5.0067901611328125e-06,,0,0,True,2,0,"[0, 3, 7, 2, 7, 5, 6, 6, 6, 4, 7, 3, 0, 4, 6, 2]"
logn_loglogn,4,16,3,GF(32),and,293.94697523117065,27,0,0,True,2,0,"[0, 3, 7, 2, 7, 5, 6, 6, 6, 4, 7, 3, 0, 4, 6, 2]"
baseline_plain,4,16,3,GF(32),and,5.0067901611328125e-06,,0,0,True,3,0,"[5, 0, 3, 1, 7, 0, 2, 0, 5, 4, 6, 5, 1, 3, 0, 0]"
logn_loglogn,4,16,3,GF(32),and,293.97031235694885,27,0,0,True,3,0,"[5, 0, 3, 1, 7, 0, 2, 0, 5, 4, 6, 5, 1, 3, 0, 0]"
baseline_plain,4,16,3,GF(32),and,1.33514404296875e-05,,0,0,True,4,0,"[3, 1, 5, 3, 4, 4, 5, 7, 7, 2, 4, 4, 7, 7, 3, 1]"
logn_loglogn,4,16,3,GF(32),and,292.6158947944641,27,0,0,True,4,0,"[3, 1, 5, 3, 4, 4, 5, 7, 7, 2, 4, 4, 7, 7, 3, 1]"
baseline_plain,4,16,3,GF(32),and,1.2636184692382812e-05,,0,0,True,5,0,"[2, 7, 1, 3, 1, 1, 1, 2, 2, 1, 5, 3, 0, 0, 1, 4]"
logn_loglogn,4,16,3,GF(32),and,292.9102313518524,27,0,0,True,5,0,"[2, 7, 1, 3, 1, 1, 1, 2, 2, 1, 5, 3, 0, 0, 1, 4]"
baseline_plain,4,16,3,GF(32),and,5.4836273193359375e-06,,0,0,True,6,0,"[5, 0, 1, 2, 3, 5, 5, 7, 4, 1, 6, 1, 5, 2, 3, 3]"
logn_loglogn,4,16,3,GF(32),and,294.28682947158813,27,0,0,True,6,0,"[5, 0, 1, 2, 3, 5, 5, 7, 4, 1, 6, 1, 5, 2, 3, 3]"
baseline_plain,4,16,3,GF(32),and,5.4836273193359375e-06,,0,0,True,7,0,"[7, 2, 5, 0, 3, 6, 4, 5, 0, 3, 4, 1, 7, 1, 0, 0]"
logn_loglogn,4,16,3,GF(32),and,294.1160888671875,27,0,0,True,7,0,"[7, 2, 5, 0, 3, 6, 4, 5, 0, 3, 4, 1, 7, 1, 0, 0]"
baseline_plain,4,16,3,GF(32),and,5.9604644775390625e-06,,0,0,True,8,0,"[4, 4, 3, 6, 4, 5, 3, 3, 5, 6, 5, 4, 5, 7, 3, 4]"
logn_loglogn,4,16,3,GF(32),and,292.7691698074341,27,0,0,True,8,0,"[4, 4, 3, 6, 4, 5, 3, 3, 5, 6, 5, 4, 5, 7, 3, 4]"
baseline_plain,4,16,3,GF(32),and,5.245208740234375e-06,,0,0,True,9,0,"[5, 7, 2, 1, 4, 4, 6, 4, 1, 2, 0, 3, 4, 1, 4, 0]"
logn_loglogn,4,16,3,GF(32),and,293.7579584121704,27,0,0,True,9,0,"[5, 7, 2, 1, 4, 4, 6, 4, 1, 2, 0, 3, 4, 1, 4, 0]"
baseline_plain,2,4,4,GF(32),xor,3.0994415283203125e-06,,3,3,True,0,0,"[7, 13, 12, 5]"
logn_loglogn,2,4,4,GF(32),xor,0.025147676467895508,48,3,3,True,0,0,"[7, 13, 12, 5]"
baseline_plain,2,4,4,GF(32),xor,3.0994415283203125e-06,,2,2,True,1,0,"[8, 4, 5, 11]"
logn_loglogn,2,4,4,GF(32),xor,0.024990320205688477,48,2,2,True,1,0,"[8, 4, 5, 11]"
baseline_plain,2,4,4,GF(32),xor,3.337860107421875e-06,,0,0,True,2,0,"[15, 15, 9, 9]"
logn_loglogn,2,4,4,GF(32),xor,0.026474952697753906,48,0,0,True,2,0,"[15, 15, 9, 9]"
baseline_plain,2,4,4,GF(32),xor,3.0994415283203125e-06,,2,2,True,3,0,"[4, 4, 2, 0]"
logn_loglogn,2,4,4,GF(32),xor,0.02537846565246582,48,2,2,True,3,0,"[4, 4, 2, 0]"
baseline_plain,2,4,4,GF(32),xor,2.6226043701171875e-06,,12,12,True,4,0,"[3, 2, 8, 5]"
logn_loglogn,2,4,4,GF(32),xor,0.026295900344848633,48,12,12,True,4,0,"[3, 2, 8, 5]"
baseline_plain,2,4,4,GF(32),xor,2.86102294921875e-06,,1,1,True,5,0,"[5, 3, 2, 5]"
logn_loglogn,2,4,4,GF(32),xor,0.025266647338867188,48,1,1,True,5,0,"[5, 3, 2, 5]"
baseline_plain,2,4,4,GF(32),xor,2.86102294921875e-06,,6,6,True,6,0,"[2, 2, 2, 4]"
logn_loglogn,2,4,4,GF(32),xor,0.026157140731811523,48,6,6,True,6,0,"[2, 2, 2, 4]"
baseline_plain,2,4,4,GF(32),xor,3.337860107421875e-06,,10,10,True,7,0,"[3, 9, 1, 1]"
logn_loglogn,2,4,4,GF(32),xor,0.024354934692382812,48,10,10,True,7,0,"[3, 9, 1, 1]"
baseline_plain,2,4,4,GF(32),xor,2.86102294921875e-06,,1,1,True,8,0,"[11, 7, 3, 14]"
logn_loglogn,2,4,4,GF(32),xor,0.024243593215942383,48,1,1,True,8,0,"[11, 7, 3, 14]"
baseline_plain,2,4,4,GF(32),xor,2.86102294921875e-06,,2,2,True,9,0,"[2, 7, 5, 2]"
logn_loglogn,2,4,4,GF(32),xor,0.02493882179260254,48,2,2,True,9,0,"[2, 7, 5, 2]"
baseline_plain,3,8,4,GF(32),xor,3.814697265625e-06,,1,1,True,0,0,"[15, 4, 7, 1, 8, 0, 0, 4]"
logn_loglogn,3,8,4,GF(32),xor,3.128649950027466,48,1,1,True,0,0,"[15, 4, 7, 1, 8, 0, 0, 4]"
baseline_plain,3,8,4,GF(32),xor,5.0067901611328125e-06,,2,2,True,1,0,"[11, 6, 10, 6, 8, 6, 15, 2]"
logn_loglogn,3,8,4,GF(32),xor,3.131420135498047,48,2,2,True,1,0,"[11, 6, 10, 6, 8, 6, 15, 2]"
baseline_plain,3,8,4,GF(32),xor,4.291534423828125e-06,,0,0,True,2,0,"[12, 3, 10, 12, 4, 0, 4, 9]"
logn_loglogn,3,8,4,GF(32),xor,3.15732479095459,48,0,0,True,2,0,"[12, 3, 10, 12, 4, 0, 4, 9]"
baseline_plain,3,8,4,GF(32),xor,4.291534423828125e-06,,3,3,True,3,0,"[0, 2, 8, 7, 9, 7, 14, 14]"
logn_loglogn,3,8,4,GF(32),xor,3.150343179702759,48,3,3,True,3,0,"[0, 2, 8, 7, 9, 7, 14, 14]"
baseline_plain,3,8,4,GF(32),xor,4.291534423828125e-06,,2,2,True,4,0,"[15, 2, 4, 1, 6, 15, 8, 11]"
logn_loglogn,3,8,4,GF(32),xor,3.1370623111724854,48,2,2,True,4,0,"[15, 2, 4, 1, 6, 15, 8, 11]"
baseline_plain,3,8,4,GF(32),xor,4.291534423828125e-06,,4,4,True,5,0,"[4, 2, 2, 7, 5, 14, 8, 4]"
logn_loglogn,3,8,4,GF(32),xor,3.1489996910095215,48,4,4,True,5,0,"[4, 2, 2, 7, 5, 14, 8, 4]"
baseline_plain,3,8,4,GF(32),xor,3.814697265625e-06,,10,10,True,6,0,"[10, 2, 2, 3, 9, 14, 8, 12]"
logn_loglogn,3,8,4,GF(32),xor,3.1168932914733887,48,10,10,True,6,0,"[10, 2, 2, 3, 9, 14, 8, 12]"
baseline_plain,3,8,4,GF(32),xor,3.814697265625e-06,,12,12,True,7,0,"[2, 9, 11, 13, 13, 2, 10, 4]"
logn_loglogn,3,8,4,GF(32),xor,3.1337740421295166,48,12,12,True,7,0,"[2, 9, 11, 13, 13, 2, 10, 4]"
baseline_plain,3,8,4,GF(32),xor,5.245208740234375e-06,,9,9,True,8,0,"[10, 2, 2, 7, 1, 2, 3, 4]"
logn_loglogn,3,8,4,GF(32),xor,3.1781914234161377,48,9,9,True,8,0,"[10, 2, 2, 7, 1, 2, 3, 4]"
baseline_plain,3,8,4,GF(32),xor,3.5762786865234375e-06,,8,8,True,9,0,"[6, 13, 14, 3, 10, 4, 1, 1]"
logn_loglogn,3,8,4,GF(32),xor,3.1277596950531006,48,8,8,True,9,0,"[6, 13, 14, 3, 10, 4, 1, 1]"
baseline_plain,4,16,4,GF(32),xor,5.245208740234375e-06,,5,5,True,0,0,"[0, 12, 10, 2, 1, 14, 3, 10, 13, 4, 1, 6, 5, 11, 1, 6]"
logn_loglogn,4,16,4,GF(32),xor,387.7349271774292,48,5,5,True,0,0,"[0, 12, 10, 2, 1, 14, 3, 10, 13, 4, 1, 6, 5, 11, 1, 6]"
baseline_plain,4,16,4,GF(32),xor,4.76837158203125e-06,,7,7,True,1,0,"[12, 10, 13, 15, 9, 1, 14, 9, 3, 6, 5, 2, 11, 7, 5, 7]"
logn_loglogn,4,16,4,GF(32),xor,386.69937014579773,48,7,7,True,1,0,"[12, 10, 13, 15, 9, 1, 14, 9, 3, 6, 5, 2, 11, 7, 5, 7]"
baseline_plain,4,16,4,GF(32),xor,5.0067901611328125e-06,,0,0,True,2,0,"[1, 5, 3, 5, 0, 0, 10, 13, 0, 11, 6, 12, 0, 10, 0, 14]"
logn_loglogn,4,16,4,GF(32),xor,388.5699486732483,48,0,0,True,2,0,"[1, 5, 3, 5, 0, 0, 10, 13, 0, 11, 6, 12, 0, 10, 0, 14]"
baseline_plain,4,16,4,GF(32),xor,5.7220458984375e-06,,13,13,True,3,0,"[6, 14, 6, 6, 14, 11, 15, 11, 1, 6, 9, 6, 15, 3, 0, 0]"
logn_loglogn,4,16,4,GF(32),xor,389.8364083766937,48,13,13,True,3,0,"[6, 14, 6, 6, 14, 11, 15, 11, 1, 6, 9, 6, 15, 3, 0, 0]"
baseline_plain,4,16,4,GF(32),xor,8.821487426757812e-06,,7,7,True,4,0,"[6, 1, 2, 0, 14, 2, 10, 6, 12, 7, 11, 5, 1, 2, 4, 0]"
logn_loglogn,4,16,4,GF(32),xor,388.60988211631775,48,7,7,True,4,0,"[6, 1, 2, 0, 14, 2, 10, 6, 12, 7, 11, 5, 1, 2, 4, 0]"
baseline_plain,4,16,4,GF(32),xor,5.245208740234375e-06,,6,6,True,5,0,"[0, 1, 7, 7, 9, 9, 11, 12, 1, 6, 9, 4, 1, 15, 12, 8]"
logn_loglogn,4,16,4,GF(32),xor,388.3937087059021,48,6,6,True,5,0,"[0, 1, 7, 7, 9, 9, 11, 12, 1, 6, 9, 4, 1, 15, 12, 8]"
baseline_plain,4,16,4,GF(32),xor,5.7220458984375e-06,,7,7,True,6,0,"[5, 6, 3, 0, 15, 4, 12, 14, 14, 7, 14, 10, 7, 3, 14, 9]"
logn_loglogn,4,16,4,GF(32),xor,386.38959527015686,48,7,7,True,6,0,"[5, 6, 3, 0, 15, 4, 12, 14, 14, 7, 14, 10, 7, 3, 14, 9]"
baseline_plain,4,16,4,GF(32),xor,5.245208740234375e-06,,5,5,True,7,0,"[15, 9, 3, 6, 13, 7, 2, 11, 12, 5, 9, 9, 15, 5, 2, 4]"
logn_loglogn,4,16,4,GF(32),xor,387.3102068901062,48,5,5,True,7,0,"[15, 9, 3, 6, 13, 7, 2, 11, 12, 5, 9, 9, 15, 5, 2, 4]"
baseline_plain,4,16,4,GF(32),xor,4.76837158203125e-06,,15,15,True,8,0,"[1, 3, 4, 3, 3, 14, 12, 7, 10, 15, 3, 6, 3, 15, 8, 8]"
logn_loglogn,4,16,4,GF(32),xor,387.84745955467224,48,15,15,True,8,0,"[1, 3, 4, 3, 3, 14, 12, 7, 10, 15, 3, 6, 3, 15, 8, 8]"
baseline_plain,4,16,4,GF(32),xor,5.9604644775390625e-06,,14,14,True,9,0,"[4, 6, 7, 11, 0, 9, 3, 15, 6, 8, 14, 9, 6, 1, 0, 11]"
logn_loglogn,4,16,4,GF(32),xor,387.04925203323364,48,14,14,True,9,0,"[4, 6, 7, 11, 0, 9, 3, 15, 6, 8, 14, 9, 6, 1, 0, 11]"
baseline_plain,2,4,4,GF(32),and,2.86102294921875e-06,,0,0,True,0,0,"[6, 14, 9, 12]"
logn_loglogn,2,4,4,GF(32),and,0.024697303771972656,48,0,0,True,0,0,"[6, 14, 9, 12]"
baseline_plain,2,4,4,GF(32),and,3.814697265625e-06,,2,2,True,1,0,"[6, 11, 6, 2]"
logn_loglogn,2,4,4,GF(32),and,0.02690744400024414,48,2,2,True,1,0,"[6, 11, 6, 2]"
baseline_plain,2,4,4,GF(32),and,3.5762786865234375e-06,,0,0,True,2,0,"[1, 12, 11, 5]"
logn_loglogn,2,4,4,GF(32),and,0.02619004249572754,48,0,0,True,2,0,"[1, 12, 11, 5]"
baseline_plain,2,4,4,GF(32),and,3.0994415283203125e-06,,0,0,True,3,0,"[1, 0, 3, 14]"
logn_loglogn,2,4,4,GF(32),and,0.0257413387298584,48,0,0,True,3,0,"[1, 0, 3, 14]"
baseline_plain,2,4,4,GF(32),and,3.337860107421875e-06,,0,0,True,4,0,"[3, 8, 5, 2]"
logn_loglogn,2,4,4,GF(32),and,0.025339841842651367,48,0,0,True,4,0,"[3, 8, 5, 2]"
baseline_plain,2,4,4,GF(32),and,3.337860107421875e-06,,2,2,True,5,0,"[6, 11, 11, 14]"
logn_loglogn,2,4,4,GF(32),and,0.024567604064941406,48,2,2,True,5,0,"[6, 11, 11, 14]"
baseline_plain,2,4,4,GF(32),and,3.814697265625e-06,,4,4,True,6,0,"[12, 4, 6, 5]"
logn_loglogn,2,4,4,GF(32),and,0.02466893196105957,48,4,4,True,6,0,"[12, 4, 6, 5]"
baseline_plain,2,4,4,GF(32),and,3.5762786865234375e-06,,0,0,True,7,0,"[15, 0, 9, 9]"
logn_loglogn,2,4,4,GF(32),and,0.027376413345336914,48,0,0,True,7,0,"[15, 0, 9, 9]"
baseline_plain,2,4,4,GF(32),and,3.0994415283203125e-06,,2,2,True,8,0,"[2, 14, 11, 11]"
logn_loglogn,2,4,4,GF(32),and,0.025650739669799805,48,2,2,True,8,0,"[2, 14, 11, 11]"
baseline_plain,2,4,4,GF(32),and,3.337860107421875e-06,,0,0,True,9,0,"[5, 9, 6, 12]"
logn_loglogn,2,4,4,GF(32),and,0.025011777877807617,48,0,0,True,9,0,"[5, 9, 6, 12]"
baseline_plain,3,8,4,GF(32),and,4.76837158203125e-06,,0,0,True,0,0,"[10, 2, 10, 0, 5, 1, 2, 3]"
logn_loglogn,3,8,4,GF(32),and,3.106102466583252,48,0,0,True,0,0,"[10, 2, 10, 0, 5, 1, 2, 3]"
baseline_plain,3,8,4,GF(32),and,4.291534423828125e-06,,0,0,True,1,0,"[4, 6, 3, 10, 0, 6, 5, 1]"
logn_loglogn,3,8,4,GF(32),and,3.097992420196533,48,0,0,True,1,0,"[4, 6, 3, 10, 0, 6, 5, 1]"
baseline_plain,3,8,4,GF(32),and,4.291534423828125e-06,,0,0,True,2,0,"[7, 4, 7, 12, 4, 11, 4, 6]"
logn_loglogn,3,8,4,GF(32),and,3.083491086959839,48,0,0,True,2,0,"[7, 4, 7, 12, 4, 11, 4, 6]"
baseline_plain,3,8,4,GF(32),and,3.814697265625e-06,,0,0,True,3,0,"[4, 3, 4, 12, 4, 2, 1, 13]"
logn_loglogn,3,8,4,GF(32),and,3.109849691390991,48,0,0,True,3,0,"[4, 3, 4, 12, 4, 2, 1, 13]"
baseline_plain,3,8,4,GF(32),and,3.814697265625e-06,,0,0,True,4,0,"[6, 12, 0, 1, 2, 15, 11, 1]"
logn_loglogn,3,8,4,GF(32),and,3.1331143379211426,48,0,0,True,4,0,"[6, 12, 0, 1, 2, 15, 11, 1]"
baseline_plain,3,8,4,GF(32),and,3.5762786865234375e-06,,0,0,True,5,0,"[9, 9, 14, 0, 10, 0, 0, 9]"
logn_loglogn,3,8,4,GF(32),and,3.0920095443725586,48,0,0,True,5,0,"[9, 9, 14, 0, 10, 0, 0, 9]"
baseline_plain,3,8,4,GF(32),and,3.814697265625e-06,,0,0,True,6,0,"[13, 10, 2, 1, 15, 10, 3, 0]"
logn_loglogn,3,8,4,GF(32),and,3.1521081924438477,48,0,0,True,6,0,"[13, 10, 2, 1, 15, 10, 3, 0]"
baseline_plain,3,8,4,GF(32),and,4.0531158447265625e-06,,0,0,True,7,0,"[6, 0, 8, 6, 9, 13, 7, 2]"
logn_loglogn,3,8,4,GF(32),and,3.158541440963745,48,0,0,True,7,0,"[6, 0, 8, 6, 9, 13, 7, 2]"
baseline_plain,3,8,4,GF(32),and,3.814697265625e-06,,0,0,True,8,0,"[4, 10, 4, 2, 15, 7, 6, 13]"
logn_loglogn,3,8,4,GF(32),and,3.151601552963257,48,0,0,True,8,0,"[4, 10, 4, 2, 15, 7, 6, 13]"
baseline_plain,3,8,4,GF(32),and,3.5762786865234375e-06,,4,4,True,9,0,"[7, 6, 12, 5, 12, 13, 15, 15]"
logn_loglogn,3,8,4,GF(32),and,3.095975637435913,48,4,4,True,9,0,"[7, 6, 12, 5, 12, 13, 15, 15]"
baseline_plain,4,16,4,GF(32),and,6.4373016357421875e-06,,0,0,True,0,0,"[1, 3, 11, 3, 9, 3, 4, 6, 11, 10, 9, 12, 11, 11, 9, 10]"
logn_loglogn,4,16,4,GF(32),and,388.1267216205597,48,0,0,True,0,0,"[1, 3, 11, 3, 9, 3, 4, 6, 11, 10, 9, 12, 11, 11, 9, 10]"
baseline_plain,4,16,4,GF(32),and,6.4373016357421875e-06,,0,0,True,1,0,"[0, 0, 7, 5, 9, 8, 2, 4, 15, 7, 4, 13, 6, 5, 4, 4]"
logn_loglogn,4,16,4,GF(32),and,389.4331839084625,48,0,0,True,1,0,"[0, 0, 7, 5, 9, 8, 2, 4, 15, 7, 4, 13, 6, 5, 4, 4]"
baseline_plain,4,16,4,GF(32),and,5.9604644775390625e-06,,0,0,True,2,0,"[2, 11, 10, 5, 7, 12, 15, 7, 12, 9, 3, 2, 14, 12, 8, 15]"
logn_loglogn,4,16,4,GF(32),and,388.45258378982544,48,0,0,True,2,0,"[2, 11, 10, 5, 7, 12, 15, 7, 12, 9, 3, 2, 14, 12, 8, 15]"
baseline_plain,4,16,4,GF(32),and,6.4373016357421875e-06,,0,0,True,3,0,"[14, 4, 7, 14, 7, 14, 13, 7, 10, 1, 8, 8, 1, 10, 1, 14]"
logn_loglogn,4,16,4,GF(32),and,387.89985847473145,48,0,0,True,3,0,"[14, 4, 7, 14, 7, 14, 13, 7, 10, 1, 8, 8, 1, 10, 1, 14]"
baseline_plain,4,16,4,GF(32),and,5.4836273193359375e-06,,0,0,True,4,0,"[12, 14, 8, 4, 1, 0, 7, 1, 12, 13, 4, 9, 10, 12, 0, 6]"
logn_loglogn,4,16,4,GF(32),and,386.4606647491455,48,0,0,True,4,0,"[12, 14, 8, 4, 1, 0, 7, 1, 12, 13, 4, 9, 10, 12, 0, 6]"
baseline_plain,4,16,4,GF(32),and,4.5299530029296875e-06,,0,0,True,5,0,"[2, 8, 10, 9, 0, 0, 8, 15, 5, 8, 10, 3, 12, 7, 15, 8]"
logn_loglogn,4,16,4,GF(32),and,387.1755540370941,48,0,0,True,5,0,"[2, 8, 10, 9, 0, 0, 8, 15, 5, 8, 10, 3, 12, 7, 15, 8]"
baseline_plain,4,16,4,GF(32),and,5.245208740234375e-06,,0,0,True,6,0,"[1, 5, 12, 13, 10, 9, 5, 12, 4, 3, 7, 1, 13, 9, 3, 1]"
logn_loglogn,4,16,4,GF(32),and,387.3974390029907,48,0,0,True,6,0,"[1, 5, 12, 13, 10, 9, 5, 12, 4, 3, 7, 1, 13, 9, 3, 1]"
baseline_plain,4,16,4,GF(32),and,5.7220458984375e-06,,0,0,True,7,0,"[1, 3, 9, 9, 5, 6, 0, 9, 5, 2, 15, 10, 14, 12, 9, 14]"
logn_loglogn,4,16,4,GF(32),and,388.9787175655365,48,0,0,True,7,0,"[1, 3, 9, 9, 5, 6, 0, 9, 5, 2, 15, 10, 14, 12, 9, 14]"
baseline_plain,4,16,4,GF(32),and,5.9604644775390625e-06,,0,0,True,8,0,"[14, 11, 3, 0, 10, 9, 5, 14, 7, 10, 11, 7, 11, 8, 11, 3]"
logn_loglogn,4,16,4,GF(32),and,390.2788608074188,48,0,0,True,8,0,"[14, 11, 3, 0, 10, 9, 5, 14, 7, 10, 11, 7, 11, 8, 11, 3]"
baseline_plain,4,16,4,GF(32),and,6.198883056640625e-06,,0,0,True,9,0,"[14, 2, 7, 7, 7, 14, 9, 12, 6, 9, 0, 11, 5, 11, 8, 14]"
logn_loglogn,4,16,4,GF(32),and,388.5209925174713,48,0,0,True,9,0,"[14, 2, 7, 7, 7, 14, 9, 12, 6, 9, 0, 11, 5, 11, 8, 14]"
